iter	Logloss
256	0.0121262598
257	0.01210208774
258	0.0119411087
259	0.01183745623
260	0.01182283878
261	0.0118111074
262	0.0116930747
263	0.01156492233
264	0.01147491336
265	0.01135325789
266	0.01134051919
267	0.01131913185
268	0.01130604506
269	0.01118494511
270	0.01117386341
271	0.01115317583
272	0.01100864172
273	0.0109956646
274	0.01098085284
275	0.01097002506
276	0.01095811605
277	0.0109482789
278	0.01093654394
279	0.01091738105
280	0.01081877112
281	0.01072171211
282	0.01070643187
283	0.0105994916
284	0.01058932304
285	0.01057948112
286	0.01046675444
287	0.0104570663
288	0.01033180714
289	0.01025253057
290	0.01024468184
291	0.01023381352
292	0.01021648884
293	0.01010765553
294	0.01009899139
295	0.01009028554
296	0.009992423058
297	0.009900507331
298	0.009805441499
299	0.009683340788
300	0.009593039751
301	0.009543776512
302	0.009535871744
303	0.009525591135
304	0.00944449544
305	0.009436165094
306	0.009426729679
307	0.009413796663
308	0.009297686815
309	0.00919085443
310	0.009099203348
311	0.009093025923
312	0.009008203149
313	0.009001554847
314	0.008914569616
315	0.008906048536
316	0.008898620605
317	0.008826994896
318	0.008749794364
319	0.008681297898
320	0.008675198555
321	0.008667881489
322	0.008657223582
323	0.008648688793
324	0.008640224934
325	0.00863247633
326	0.008563499451
327	0.008480390906
328	0.008414620757
329	0.008337591887
330	0.0082894063
331	0.008283238411
332	0.008210431337
333	0.008117035627
334	0.008053683043
335	0.007997590303
336	0.007991294861
337	0.007985600233
338	0.007978006601
339	0.007971032262
340	0.007966069579
341	0.007961004972
342	0.007952976823
343	0.007946749926
344	0.007941486239
345	0.007872612476
346	0.007865889668
347	0.007855432034
348	0.007765892744
349	0.007757304907
350	0.007750961781
351	0.007746773362
352	0.007741303444
353	0.007736053467
354	0.007677802444
355	0.007670547366
356	0.007663052082
357	0.007656435966
358	0.007649635077
359	0.007644078732
360	0.007635018826
361	0.007565495968
362	0.007514698505
363	0.00750908792
364	0.007503866553
365	0.007499409914
366	0.007491677999
367	0.007452858686
368	0.007447786331
369	0.007382444739
370	0.007357845306
371	0.007352690697
372	0.007346050143
373	0.007339731455
374	0.007285261154
375	0.007281471491
376	0.007238273621
377	0.007233675718
378	0.007157908082
379	0.007093959451
380	0.007088743448
381	0.007083740234
382	0.007079651356
383	0.007075743675
384	0.007070892453
385	0.007067469358
386	0.007062706947
387	0.007000638247
388	0.006955575347
389	0.006951527596
390	0.006947256327
391	0.006874738932
392	0.00687102139
393	0.006865820885
394	0.006860432029
395	0.006805621982
396	0.006749995947
397	0.006746124029
398	0.006741769314
399	0.006668626666
400	0.006633394957
401	0.006628941298
402	0.006624115705
403	0.006619594693
404	0.006616073847
405	0.006610893607
406	0.006553692818
407	0.006550124288
408	0.006541238427
409	0.006475856304
410	0.006435361505
411	0.006431666613
412	0.006428333521
413	0.006424732208
414	0.006421666741
415	0.006383814216
416	0.006381715536
417	0.006379073858
418	0.006375629902
419	0.0063347435
420	0.006272671223
421	0.006245318055
422	0.006240069866
423	0.00619923234
424	0.00614659667
425	0.00610033989
426	0.0060361588
427	0.006032649279
428	0.006029546261
429	0.006018713117
430	0.005967011452
431	0.005964392424
432	0.005913024545
433	0.005910431147
434	0.005908504725
435	0.005852313042
436	0.005849782228
437	0.005845585465
438	0.005811321735
439	0.005772346258
440	0.005767669678
441	0.00572685957
442	0.005691771507
443	0.005689530969
444	0.005687847137
445	0.005685395002
446	0.00568298161
447	0.005646443367
448	0.005644445419
449	0.00563871026
450	0.005635091066
451	0.00559004724
452	0.005587552786
453	0.005584501028
454	0.00558200717
455	0.005580143332
456	0.005542612076
457	0.005539740324
458	0.005537234545
459	0.005534833074
460	0.005531123877
461	0.005487855077
462	0.005484887958
463	0.005445748568
464	0.005442581773
465	0.005410538912
466	0.005408346653
467	0.005381710529
468	0.005378873944
469	0.005376595855
470	0.005370416641
471	0.005367720723
472	0.005365662575
473	0.005363776684
474	0.005361035466
475	0.005358020067
476	0.005312076211
477	0.005276982188
478	0.00527515173
479	0.005229089856
480	0.005227358341
481	0.005224794149
482	0.005185115933
483	0.005143171549
484	0.005140843987
485	0.005136743784
486	0.005133916736
487	0.005089170337
488	0.005058591962
489	0.005020190477
490	0.005018668175
491	0.005016592145
492	0.004989631474
493	0.004987944961
494	0.004986154437
495	0.004963050187
496	0.004960695207
497	0.00495708704
498	0.004954981208
499	0.004925014675
500	0.00489256233
501	0.004867815077
502	0.004865791202
503	0.004863113165
504	0.00484172821
505	0.004816047251
506	0.004794404507
507	0.004765254557
508	0.004726259708
509	0.004696806073
510	0.004694112241
511	0.004691563249
512	0.004665137529
513	0.004660955966
514	0.004657789171
515	0.004656140804
516	0.004649683833
517	0.004624606371
518	0.004602251053
519	0.004599714577
520	0.004597985744
521	0.004559085369
522	0.004557157755
523	0.004555616677
524	0.004553086758
525	0.004551156759
526	0.004549261928
527	0.004512732029
528	0.004510175884
529	0.004474734366
530	0.004473011792
531	0.004447543621
532	0.004444786906
533	0.004442698956
534	0.004440439045
535	0.004438989758
536	0.00439978689
537	0.00437904954
538	0.004358428419
539	0.00435614109
540	0.004353520572
541	0.004351626933
542	0.004350079298
543	0.00434838891
544	0.00434659183
545	0.004344495535
546	0.004314669967
547	0.004313112497
548	0.004311113954
549	0.00430644393
550	0.004304742217
551	0.004302773476
552	0.00427965045
553	0.004277926683
554	0.004253094792
555	0.004251331985
556	0.004230415225
557	0.004198978841
558	0.00419729352
559	0.004196097851
560	0.004194348454
561	0.004192664027
562	0.00416094631
563	0.004159322381
564	0.004130831361
565	0.00410658896
566	0.004075913429
567	0.004074634612
568	0.004072204828
569	0.004068090916
570	0.004066219628
571	0.004064189494
572	0.004062177241
573	0.004031480551
574	0.004030563235
575	0.004004461467
576	0.004002662301
577	0.003972463906
578	0.003943759203
579	0.003924795985
580	0.003922674656
581	0.003920819759
582	0.003919708431
583	0.003903239369
584	0.003901977837
585	0.003900536299
586	0.003899168074
587	0.00389752537
588	0.00389644295
589	0.003878686428
590	0.003861930966
591	0.00384331435
592	0.003842306733
593	0.003841300011
594	0.00383948952
595	0.003837979436
596	0.003820287883
597	0.003800959289
598	0.003776589036
599	0.003755937815
600	0.003735845685
601	0.003734465241
602	0.003733091354
603	0.003715060353
604	0.003713651597
605	0.003711930811
606	0.003689823151
607	0.003665971756
608	0.003649908602
609	0.003648333251
610	0.003647069335
611	0.003645859063
612	0.003644725084
613	0.003642634451
614	0.003641231656
615	0.003639870286
616	0.00361889869
617	0.003596277535
618	0.003594791293
619	0.003593246937
620	0.003578108549
621	0.003556651175
622	0.003538249731
623	0.003516092896
624	0.003514825106
625	0.003513300717
626	0.003511859179
627	0.00351025939
628	0.003508432806
629	0.003491107821
630	0.003489745557
631	0.003488360047
632	0.003486717343
633	0.003485794663
634	0.003484759927
635	0.003481850028
636	0.003480749428
637	0.003479179144
638	0.003457620144
639	0.003439642191
640	0.003420341611
641	0.003419541121
642	0.003418241143
643	0.003417047858
644	0.003401038647
645	0.003399991989
646	0.003399027288
647	0.003386877775
648	0.00338416785
649	0.003369885683
650	0.003368595243
651	0.003352228403
652	0.003332667351
653	0.003331408799
654	0.003330139518
655	0.003328997195
656	0.003327615261
657	0.003325705528
658	0.003324250877
659	0.003302589953
660	0.003301386833
661	0.003287511468
662	0.003286516666
663	0.003285302222
664	0.003284405172
665	0.003269276023
666	0.00326832056
667	0.003267035484
668	0.003256016076
669	0.003254748583
670	0.003253680468
671	0.003252469301
672	0.003251283467
673	0.003250196278
674	0.003249221742
675	0.003248016834
676	0.003227312565
677	0.003226008415
678	0.003224824071
679	0.003223784268
680	0.003221721053
681	0.003220674992
682	0.003219639957
683	0.003218595684
684	0.00321746707
685	0.003204911351
686	0.003187415004
687	0.003172981441
688	0.003171856999
689	0.003155576587
690	0.003135775924
691	0.003117295802
692	0.003098479509
693	0.003097255826
694	0.003085740209
695	0.003083948791
696	0.003067308068
697	0.003050661087
698	0.003049680591
699	0.003048661649
700	0.003033098876
701	0.003032073677
702	0.00303096354
703	0.00303016305
704	0.003029124141
705	0.003028105497
706	0.003027273118
707	0.003026270866
708	0.003025316596
709	0.003024264574
710	0.003022561967
711	0.003004088402
712	0.003003125191
713	0.003002185822
714	0.002988771498
715	0.002971681356
716	0.002953910232
717	0.002936226726
718	0.002935118675
719	0.002934202254
720	0.002933157682
721	0.002932287157
722	0.002919362485
723	0.002917892635
724	0.002903031409
725	0.002902004421
726	0.002901096344
727	0.002884542942
728	0.002883685827
729	0.002867398262
730	0.00286586225
731	0.002852214277
732	0.002851412892
733	0.002838815451
734	0.002837937176
735	0.002837004662
736	0.002824707627
737	0.002812137902
738	0.002810799181
739	0.002802251577
740	0.002787270546
741	0.002785760462
742	0.002784845233
743	0.002773801088
744	0.002766509652
745	0.002765607834
746	0.002749809027
747	0.002734835744
748	0.002733982801
749	0.002733195722
750	0.002732262611
751	0.002731538415
752	0.002720929384
753	0.002705942392
754	0.002704219818
755	0.002689126432
756	0.002688308954
757	0.002686712444
758	0.002685849071
759	0.002676671743
760	0.002675867677
761	0.002674968243
762	0.002674205899
763	0.002657065094
764	0.002645069063
765	0.00264438808
766	0.002629575133
767	0.002628799677
768	0.002616406083
769	0.002615573406
770	0.002600295544
771	0.00259952426
772	0.002598628998
773	0.002597903013
774	0.002584023476
775	0.002572975159
776	0.002572207451
777	0.002571396828
778	0.00257059902
779	0.002560482323
780	0.0025496912
781	0.002537481785
782	0.00252450645
783	0.002523813546
784	0.002523080707
785	0.002522363067
786	0.002521721721
787	0.002520852685
788	0.002520118058
789	0.002519406676
790	0.002518633008
791	0.002506009936
792	0.002505332232
793	0.002504589558
794	0.002496156991
795	0.002486583591
796	0.002477890253
797	0.00247724086
798	0.002466185093
799	0.002465515137
800	0.002453195304
801	0.002452460527
802	0.002451733351
803	0.002451209277
804	0.00245059967
805	0.002449330688
806	0.002448672354
807	0.002439122349
808	0.002426763773
809	0.00241596505
810	0.00240653798
811	0.002394122779
812	0.002393409163
813	0.002392752171
814	0.002392024845
815	0.002382117808
816	0.002381373793
817	0.002380720228
818	0.002370677441
819	0.002369943857
820	0.002369232178
821	0.002368674576
822	0.002368047535
823	0.002358352542
824	0.002348688841
825	0.002348059565
826	0.002336227894
827	0.002325720489
828	0.00232509166
829	0.00231407851
830	0.002305866033
831	0.002298837006
832	0.002298112214
833	0.002297522873
834	0.002296843231
835	0.002296236902
836	0.00228683725
837	0.002286213785
838	0.002285685092
839	0.0022850658
840	0.002284426987
841	0.002276114523
842	0.002266297936
843	0.00226567477
844	0.002265023589
845	0.002264262438
846	0.002253760993
847	0.002252905369
848	0.002244115472
849	0.002234401405
850	0.00222722888
851	0.002218396068
852	0.002217732966
853	0.002217282355
854	0.002210945487
855	0.002210321575
856	0.002209668308
857	0.002209095657
858	0.002208490074
859	0.002207918614
860	0.002207253277
861	0.002199468464
862	0.002198799402
863	0.002190317065
864	0.002189698517
865	0.002189084589
866	0.002179357409
867	0.002171811461
868	0.002171185315
869	0.002162231654
870	0.002161687613
871	0.002160823345
872	0.002160305381
873	0.002159710377
874	0.002159130871
875	0.002158513814
876	0.002149798274
877	0.002141346931
878	0.002140736431
879	0.002130716294
880	0.002130137384
881	0.002129622549
882	0.002122301906
883	0.002121702433
884	0.002121180296
885	0.00211271137
886	0.00211223796
887	0.002104851305
888	0.002096892297
889	0.002096399963
890	0.00208959356
891	0.002088995278
892	0.002088536918
893	0.002088101655
894	0.002087567747
895	0.002079105228
896	0.002070972621
897	0.002070424557
898	0.00206360966
899	0.00205538556
900	0.002046006322
901	0.002045554221
902	0.002044896781
903	0.002044247538
904	0.002038369477
905	0.002030159831
906	0.002024275064
907	0.002023793459
908	0.002023314238
909	0.002022931129
910	0.002015362829
911	0.002009581178
912	0.002009100914
913	0.002008607388
914	0.002001229376
915	0.001994984895
916	0.001994556487
917	0.001988193542
918	0.001982338876
919	0.001981871128
920	0.001981409192
921	0.001980908811
922	0.001973145604
923	0.001967014223
924	0.001961078942
925	0.001960618198
926	0.001960215271
927	0.001959792376
928	0.001952520311
929	0.001952139139
930	0.001951581389
931	0.0019511199
932	0.001950774938
933	0.001944027841
934	0.001943576038
935	0.001938149035
936	0.00193079859
937	0.001930527538
938	0.001923677772
939	0.001923241913
940	0.001916064918
941	0.001915498376
942	0.001908773035
943	0.001908425689
944	0.00190261662
945	0.001895671189
946	0.001895267814
947	0.001894821525
948	0.001894468665
949	0.001894126534
950	0.00188893646
951	0.001888392568
952	0.001882558167
953	0.001882038116
954	0.001881564111
955	0.001875711977
956	0.001869600415
957	0.001863726974
958	0.001863348037
959	0.001862956136
960	0.001862647533
961	0.001856261194
962	0.00185591042
963	0.001855478585
964	0.001849122643
965	0.001848680079
966	0.001848262995
967	0.001847902685
968	0.001841409802
969	0.001835759133
970	0.001835408509
971	0.001835007071
972	0.001834651381
973	0.001834275424
974	0.001833967268
975	0.001827319711
976	0.001821826249
977	0.001816252619
978	0.001811036468
979	0.001810705066
980	0.001805953383
981	0.001800764799
982	0.001800426543
983	0.001794977635
984	0.00179456383
985	0.001794201434
986	0.00178887099
987	0.001788503826
988	0.001788216233
989	0.001787811965
990	0.001781654805
991	0.001781336069
992	0.001780958772
993	0.001774603724
994	0.001768963486
995	0.001768651009
996	0.001768432558
997	0.001762110889
998	0.001756887734
999	0.001752405018
